
===========================================================================
HoloNet TEST INFERENCE
===========================================================================
Device:              cuda
Model:               best_model_fft_final.pth
Patch size:          256
Patches/image:      64

Training Z normalization:
  Z mean = 30.59822877
  Z std  = 21.75293980

Number of test images: 5653
Model loaded successfully.

Image | Z_GT | Z_pred | Abs Error | Time(s)
69103.tiff | 25.479 | 22.799 | 2.679 | 0.0330
69689.tiff | 14.523 | 14.421 | 0.102 | 0.0330
65304.tiff | 3.060 | 4.634 | 1.574 | 0.0330
69031.tiff | 19.563 | 17.632 | 1.931 | 0.0330
73445.tiff | 18.730 | 18.874 | 0.144 | 0.0330
71871.tiff | 19.326 | 23.205 | 3.879 | 0.0330
74105.tiff | 32.513 | 29.834 | 2.679 | 0.0330
76148.tiff | 32.184 | 53.026 | 20.842 | 0.0330
69065.tiff | 22.407 | 20.168 | 2.239 | 0.0330
68126.tiff | 54.686 | 59.151 | 4.465 | 0.0330
67814.tiff | 30.903 | 37.105 | 6.202 | 0.0330
72518.tiff | 5.955 | 6.987 | 1.032 | 0.0330
71860.tiff | 18.417 | 22.368 | 3.950 | 0.0330
72580.tiff | 0.810 | 3.487 | 2.677 | 0.0330
72822.tiff | 19.214 | 19.059 | 0.155 | 0.0330
68334.tiff | 38.760 | 41.369 | 2.609 | 0.0330
69465.tiff | 2.029 | 3.876 | 1.848 | 0.0330
66804.tiff | 10.163 | 9.267 | 0.896 | 0.0330
67120.tiff | 19.411 | 16.972 | 2.439 | 0.0330
66497.tiff | 35.957 | 37.150 | 1.193 | 0.0330
72573.tiff | 1.388 | 3.733 | 2.345 | 0.0330
71766.tiff | 11.125 | 14.873 | 3.749 | 0.0330
70815.tiff | 10.092 | 10.195 | 0.102 | 0.0330
67955.tiff | 41.650 | 47.109 | 5.459 | 0.0330
69780.tiff | 21.505 | 21.424 | 0.081 | 0.0330
67390.tiff | 0.913 | 3.684 | 2.770 | 0.0330
73697.tiff | 1.122 | 3.331 | 2.209 | 0.0330
74465.tiff | 5.292 | 3.278 | 2.014 | 0.0330
75363.tiff | 29.067 | 32.985 | 3.917 | 0.0330
74125.tiff | 34.078 | 32.062 | 2.016 | 0.0330
74129.tiff | 33.898 | 31.640 | 2.258 | 0.0330
71324.tiff | 21.307 | 22.288 | 0.982 | 0.0330
69081.tiff | 23.710 | 21.334 | 2.376 | 0.0330
66579.tiff | 29.087 | 28.386 | 0.701 | 0.0330
66346.tiff | 48.273 | 50.487 | 2.213 | 0.0330
72248.tiff | 28.465 | 30.588 | 2.123 | 0.0330
67070.tiff | 15.224 | 13.482 | 1.742 | 0.0330
74535.tiff | 0.450 | 5.508 | 5.058 | 0.0330
68996.tiff | 16.681 | 15.150 | 1.532 | 0.0330
69701.tiff | 15.486 | 15.100 | 0.386 | 0.0330
65652.tiff | 28.566 | 28.231 | 0.335 | 0.0330
74632.tiff | 8.577 | 13.484 | 4.907 | 0.0330
70642.tiff | 5.752 | 7.144 | 1.392 | 0.0330
72839.tiff | 20.673 | 20.453 | 0.221 | 0.0330
72765.tiff | 14.598 | 14.807 | 0.209 | 0.0330
66458.tiff | 39.206 | 41.257 | 2.051 | 0.0330
66924.tiff | 2.891 | 3.447 | 0.556 | 0.0330
75352.tiff | 29.980 | 34.273 | 4.293 | 0.0330
69437.tiff | 4.164 | 4.622 | 0.459 | 0.0330
72742.tiff | 12.611 | 12.787 | 0.176 | 0.0330
68025.tiff | 46.966 | 52.409 | 5.443 | 0.0330
72229.tiff | 30.017 | 32.728 | 2.711 | 0.0330
66721.tiff | 17.154 | 15.848 | 1.305 | 0.0330
70744.tiff | 2.753 | 3.985 | 1.232 | 0.0330
70272.tiff | 36.130 | 39.638 | 3.508 | 0.0330
68350.tiff | 37.433 | 40.049 | 2.617 | 0.0330
72190.tiff | 33.181 | 36.331 | 3.149 | 0.0330
66936.tiff | 3.930 | 3.499 | 0.431 | 0.0330
70528.tiff | 15.190 | 16.467 | 1.277 | 0.0330
71445.tiff | 12.043 | 14.253 | 2.209 | 0.0330
73367.tiff | 24.706 | 23.948 | 0.758 | 0.0330
68291.tiff | 41.804 | 46.263 | 4.459 | 0.0330
74751.tiff | 18.390 | 23.203 | 4.813 | 0.0330
72707.tiff | 9.756 | 10.149 | 0.393 | 0.0330
72253.tiff | 28.015 | 30.550 | 2.535 | 0.0330
71075.tiff | 31.816 | 31.617 | 0.200 | 0.0330
72298.tiff | 24.249 | 26.667 | 2.417 | 0.0330
68466.tiff | 27.660 | 27.870 | 0.210 | 0.0330
73851.tiff | 12.952 | 11.293 | 1.659 | 0.0330
73846.tiff | 12.613 | 11.015 | 1.598 | 0.0330
69044.tiff | 20.658 | 18.502 | 2.156 | 0.0330
75785.tiff | 3.656 | 3.280 | 0.377 | 0.0330
68785.tiff | 1.115 | 3.748 | 2.633 | 0.0330
75181.tiff | 43.643 | 44.161 | 0.518 | 0.0330
68709.tiff | 7.444 | 7.100 | 0.345 | 0.0330
73172.tiff | 42.346 | 43.518 | 1.173 | 0.0330
73112.tiff | 43.325 | 44.072 | 0.747 | 0.0330
71395.tiff | 15.850 | 17.513 | 1.663 | 0.0330
70995.tiff | 25.105 | 24.496 | 0.609 | 0.0330
65484.tiff | 15.849 | 16.298 | 0.449 | 0.0330
76272.tiff | 38.505 | 24.811 | 13.694 | 0.0330
73655.tiff | 2.157 | 4.287 | 2.130 | 0.0330
75686.tiff | 3.894 | 8.239 | 4.345 | 0.0330
71598.tiff | 0.198 | 4.028 | 3.830 | 0.0330
74227.tiff | 25.824 | 22.448 | 3.376 | 0.0330
74277.tiff | 21.700 | 18.026 | 3.674 | 0.0330
71246.tiff | 27.341 | 27.560 | 0.219 | 0.0330
67620.tiff | 15.699 | 20.287 | 4.588 | 0.0330
66609.tiff | 26.629 | 25.490 | 1.139 | 0.0330
67949.tiff | 41.225 | 46.854 | 5.629 | 0.0330
72224.tiff | 30.431 | 33.352 | 2.922 | 0.0330
73345.tiff | 26.369 | 25.652 | 0.717 | 0.0330
69008.tiff | 17.700 | 15.981 | 1.719 | 0.0330
67440.tiff | 2.917 | 4.995 | 2.077 | 0.0330
75073.tiff | 43.732 | 43.907 | 0.175 | 0.0330
73857.tiff | 13.466 | 11.738 | 1.729 | 0.0330
67169.tiff | 17.801 | 16.005 | 1.796 | 0.0330
72690.tiff | 8.332 | 8.382 | 0.050 | 0.0330
66733.tiff | 16.124 | 15.224 | 0.900 | 0.0330
72272.tiff | 26.362 | 28.692 | 2.329 | 0.0330
70683.tiff | 2.302 | 4.439 | 2.137 | 0.0330
70029.tiff | 40.648 | 40.916 | 0.268 | 0.0330
73807.tiff | 9.595 | 8.107 | 1.488 | 0.0330
73405.tiff | 21.821 | 21.571 | 0.249 | 0.0330
71200.tiff | 30.883 | 31.083 | 0.200 | 0.0330
66278.tiff | 53.524 | 51.424 | 2.099 | 0.0330
70748.tiff | 3.131 | 4.045 | 0.915 | 0.0330
69094.tiff | 24.748 | 22.374 | 2.374 | 0.0330
71946.tiff | 25.325 | 28.987 | 3.662 | 0.0330
71658.tiff | 4.460 | 3.675 | 0.785 | 0.0330
66965.tiff | 6.343 | 4.581 | 1.762 | 0.0330
67923.tiff | 39.178 | 45.130 | 5.952 | 0.0330
74046.tiff | 27.907 | 24.744 | 3.162 | 0.0330
75743.tiff | 0.418 | 4.757 | 4.339 | 0.0330
65036.tiff | 0.097 | 3.422 | 3.325 | 0.0330
65915.tiff | 48.493 | 50.040 | 1.547 | 0.0330
65051.tiff | 1.308 | 4.220 | 2.912 | 0.0330
73926.tiff | 18.714 | 16.294 | 2.420 | 0.0330
66624.tiff | 25.342 | 24.283 | 1.060 | 0.0330
75535.tiff | 15.581 | 19.304 | 3.722 | 0.0330
75874.tiff | 10.585 | 5.633 | 4.952 | 0.0330
76060.tiff | 25.029 | 18.481 | 6.548 | 0.0330
69430.tiff | 4.670 | 4.960 | 0.290 | 0.0330
65429.tiff | 11.722 | 12.604 | 0.882 | 0.0330
73240.tiff | 37.090 | 38.655 | 1.566 | 0.0330
66577.tiff | 29.297 | 28.267 | 1.029 | 0.0330
65096.tiff | 5.195 | 7.813 | 2.617 | 0.0330
67479.tiff | 5.943 | 7.533 | 1.590 | 0.0330
73721.tiff | 2.984 | 3.442 | 0.458 | 0.0330
75634.tiff | 7.912 | 11.952 | 4.040 | 0.0330
70910.tiff | 18.003 | 18.155 | 0.151 | 0.0330
75609.tiff | 9.821 | 13.702 | 3.881 | 0.0330
71857.tiff | 18.200 | 21.764 | 3.564 | 0.0330
66143.tiff | 64.521 | 64.999 | 0.478 | 0.0330
76266.tiff | 38.464 | 25.185 | 13.278 | 0.0330
70088.tiff | 45.183 | 45.692 | 0.509 | 0.0330
73612.tiff | 5.514 | 6.887 | 1.374 | 0.0330
65409.tiff | 10.625 | 11.317 | 0.692 | 0.0330
75219.tiff | 40.588 | 43.094 | 2.507 | 0.0330
72986.tiff | 32.826 | 33.612 | 0.786 | 0.0330
70271.tiff | 36.228 | 40.088 | 3.860 | 0.0330
66400.tiff | 44.035 | 46.367 | 2.332 | 0.0330
68405.tiff | 32.852 | 34.767 | 1.915 | 0.0330
71210.tiff | 30.120 | 30.421 | 0.302 | 0.0330
67616.tiff | 15.423 | 20.002 | 4.579 | 0.0330
75854.tiff | 9.078 | 4.779 | 4.300 | 0.0330
73978.tiff | 22.738 | 20.270 | 2.468 | 0.0330
70128.tiff | 48.297 | 48.601 | 0.304 | 0.0330
68695.tiff | 8.573 | 8.110 | 0.463 | 0.0330
69085.tiff | 24.012 | 21.647 | 2.365 | 0.0330
68017.tiff | 46.425 | 51.755 | 5.330 | 0.0330
70668.tiff | 3.612 | 5.509 | 1.897 | 0.0330
66979.tiff | 7.555 | 5.623 | 1.932 | 0.0330
73753.tiff | 5.435 | 4.461 | 0.974 | 0.0330
74155.tiff | 31.789 | 28.614 | 3.175 | 0.0330
75870.tiff | 10.252 | 5.492 | 4.760 | 0.0330
75379.tiff | 27.951 | 31.736 | 3.785 | 0.0330
65400.tiff | 10.363 | 11.446 | 1.083 | 0.0330
75116.tiff | 47.268 | 45.674 | 1.595 | 0.0330
73470.tiff | 16.783 | 17.206 | 0.423 | 0.0330
72848.tiff | 21.401 | 21.085 | 0.316 | 0.0330
74316.tiff | 18.442 | 14.594 | 3.848 | 0.0330
66644.tiff | 23.663 | 22.454 | 1.209 | 0.0330
67535.tiff | 10.063 | 11.262 | 1.199 | 0.0330
68464.tiff | 27.871 | 27.902 | 0.030 | 0.0330
68027.tiff | 47.130 | 52.600 | 5.470 | 0.0330
72965.tiff | 31.114 | 31.836 | 0.722 | 0.0330
72866.tiff | 22.867 | 22.439 | 0.428 | 0.0330
74596.tiff | 5.547 | 10.281 | 4.734 | 0.0330
76200.tiff | 31.992 | 69.023 | 37.031 | 0.0330
74681.tiff | 12.665 | 17.543 | 4.877 | 0.0330
66434.tiff | 41.280 | 43.669 | 2.389 | 0.0330
73038.tiff | 37.206 | 38.087 | 0.880 | 0.0330
70527.tiff | 15.287 | 16.479 | 1.192 | 0.0330
75042.tiff | 41.117 | 42.916 | 1.800 | 0.0330
67040.tiff | 12.774 | 10.780 | 1.994 | 0.0330
73215.tiff | 39.044 | 40.467 | 1.423 | 0.0330
68773.tiff | 2.159 | 3.794 | 1.635 | 0.0330
74668.tiff | 11.533 | 16.257 | 4.724 | 0.0330
66906.tiff | 1.419 | 3.730 | 2.311 | 0.0330
70615.tiff | 8.026 | 9.268 | 1.242 | 0.0330
72769.tiff | 14.895 | 14.975 | 0.080 | 0.0330
74645.tiff | 9.605 | 14.366 | 4.760 | 0.0330
73043.tiff | 37.584 | 38.641 | 1.058 | 0.0330
73232.tiff | 37.669 | 39.564 | 1.895 | 0.0330
69292.tiff | 15.169 | 14.774 | 0.395 | 0.0330
65428.tiff | 11.648 | 12.500 | 0.852 | 0.0330
75963.tiff | 17.396 | 11.183 | 6.213 | 0.0330
70207.tiff | 42.038 | 41.806 | 0.232 | 0.0330
72037.tiff | 32.361 | 35.851 | 3.489 | 0.0330
75921.tiff | 14.243 | 8.623 | 5.621 | 0.0330
75312.tiff | 33.429 | 38.043 | 4.614 | 0.0330
76215.tiff | 31.997 | 69.072 | 37.075 | 0.0330
74512.tiff | 1.391 | 4.093 | 2.702 | 0.0330
67589.tiff | 14.376 | 14.911 | 0.535 | 0.0330
73040.tiff | 37.371 | 38.521 | 1.149 | 0.0330
72589.tiff | 0.053 | 3.488 | 3.435 | 0.0330
72798.tiff | 17.341 | 17.271 | 0.071 | 0.0330
69505.tiff | 1.092 | 3.987 | 2.895 | 0.0330
71383.tiff | 16.821 | 18.328 | 1.507 | 0.0330
67679.tiff | 20.188 | 24.583 | 4.395 | 0.0330
74068.tiff | 29.661 | 26.584 | 3.077 | 0.0330
75869.tiff | 10.206 | 5.395 | 4.811 | 0.0330
69439.tiff | 4.021 | 4.636 | 0.615 | 0.0330
69239.tiff | 19.250 | 17.854 | 1.396 | 0.0330
74483.tiff | 3.844 | 3.336 | 0.508 | 0.0330
69396.tiff | 7.302 | 7.019 | 0.283 | 0.0330
73024.tiff | 36.017 | 37.027 | 1.010 | 0.0330
65555.tiff | 21.278 | 21.330 | 0.052 | 0.0330
74115.tiff | 33.261 | 30.945 | 2.316 | 0.0330
71376.tiff | 17.389 | 18.937 | 1.548 | 0.0330
70810.tiff | 9.606 | 9.444 | 0.161 | 0.0330
74425.tiff | 8.603 | 5.174 | 3.429 | 0.0331
68449.tiff | 29.156 | 29.496 | 0.340 | 0.0330
74736.tiff | 17.154 | 22.029 | 4.875 | 0.0330
75825.tiff | 6.791 | 3.678 | 3.113 | 0.0330
65574.tiff | 22.725 | 22.817 | 0.092 | 0.0330
66422.tiff | 42.284 | 45.003 | 2.720 | 0.0330
65001.tiff | 2.824 | 2.596 | 0.228 | 0.0330
70606.tiff | 8.763 | 10.071 | 1.308 | 0.0330
73266.tiff | 35.079 | 37.170 | 2.092 | 0.0330
68772.tiff | 2.219 | 3.836 | 1.617 | 0.0330
71740.tiff | 9.094 | 13.082 | 3.988 | 0.0330
75516.tiff | 17.067 | 20.537 | 3.471 | 0.0330
66663.tiff | 22.060 | 20.915 | 1.145 | 0.0330
67110.tiff | 18.568 | 16.384 | 2.185 | 0.0330
73331.tiff | 30.039 | 32.171 | 2.132 | 0.0330
67392.tiff | 0.777 | 3.647 | 2.870 | 0.0330
66826.tiff | 8.314 | 7.336 | 0.978 | 0.0330
67499.tiff | 7.407 | 8.864 | 1.457 | 0.0330
68617.tiff | 15.098 | 14.329 | 0.769 | 0.0330
71796.tiff | 13.495 | 17.201 | 3.705 | 0.0330
73404.tiff | 21.942 | 21.712 | 0.231 | 0.0330
67454.tiff | 4.003 | 5.835 | 1.832 | 0.0330
71706.tiff | 8.116 | 5.745 | 2.370 | 0.0330
71181.tiff | 32.353 | 32.991 | 0.638 | 0.0330
69992.tiff | 37.771 | 38.550 | 0.779 | 0.0330
75078.tiff | 44.175 | 44.542 | 0.367 | 0.0330
66618.tiff | 25.845 | 24.634 | 1.211 | 0.0330
65759.tiff | 36.680 | 38.056 | 1.377 | 0.0330
68699.tiff | 8.248 | 7.787 | 0.460 | 0.0330
73210.tiff | 39.415 | 40.697 | 1.282 | 0.0330
73527.tiff | 12.374 | 13.184 | 0.811 | 0.0330
76113.tiff | 29.138 | 22.426 | 6.712 | 0.0330
65217.tiff | 3.915 | 3.377 | 0.539 | 0.0330
67630.tiff | 16.463 | 21.029 | 4.566 | 0.0330
69422.tiff | 5.306 | 5.390 | 0.084 | 0.0330
71248.tiff | 27.176 | 27.677 | 0.501 | 0.0330
72210.tiff | 31.534 | 34.610 | 3.076 | 0.0330
70012.tiff | 39.304 | 39.706 | 0.402 | 0.0330
67996.tiff | 44.796 | 50.042 | 5.246 | 0.0330
68884.tiff | 7.114 | 9.654 | 2.541 | 0.0330
75171.tiff | 44.358 | 44.694 | 0.336 | 0.0330
66179.tiff | 61.587 | 62.268 | 0.682 | 0.0330
72533.tiff | 4.693 | 5.795 | 1.101 | 0.0330
68493.tiff | 25.390 | 25.028 | 0.362 | 0.0330
71434.tiff | 12.878 | 14.845 | 1.967 | 0.0330
68838.tiff | 3.376 | 5.966 | 2.590 | 0.0330
68353.tiff | 37.209 | 39.630 | 2.421 | 0.0330
69047.tiff | 20.913 | 18.829 | 2.084 | 0.0330
72377.tiff | 17.678 | 19.437 | 1.759 | 0.0330
68144.tiff | 54.136 | 58.692 | 4.556 | 0.0330
74979.tiff | 37.214 | 43.185 | 5.971 | 0.0330
73396.tiff | 22.540 | 21.989 | 0.551 | 0.0330
73378.tiff | 23.873 | 23.338 | 0.535 | 0.0330
69013.tiff | 18.102 | 16.496 | 1.606 | 0.0330
65928.tiff | 49.583 | 51.025 | 1.442 | 0.0330
71799.tiff | 13.737 | 17.392 | 3.655 | 0.0330
76025.tiff | 22.269 | 16.033 | 6.237 | 0.0330
75284.tiff | 35.543 | 39.903 | 4.360 | 0.0330
76048.tiff | 24.058 | 17.216 | 6.843 | 0.0330
67373.tiff | 2.212 | 3.606 | 1.394 | 0.0330
70505.tiff | 17.152 | 18.443 | 1.290 | 0.0330
75142.tiff | 46.615 | 45.344 | 1.270 | 0.0330
72582.tiff | 0.683 | 3.612 | 2.929 | 0.0330
71312.tiff | 22.288 | 23.212 | 0.924 | 0.0330
73091.tiff | 41.580 | 42.252 | 0.672 | 0.0330
75548.tiff | 14.550 | 18.336 | 3.785 | 0.0330
65519.tiff | 18.504 | 18.669 | 0.165 | 0.0330
65040.tiff | 0.433 | 3.662 | 3.229 | 0.0330
70883.tiff | 15.756 | 15.927 | 0.171 | 0.0330
67013.tiff | 10.416 | 8.774 | 1.641 | 0.0330
69930.tiff | 33.026 | 34.108 | 1.081 | 0.0330
67035.tiff | 12.327 | 10.774 | 1.553 | 0.0330
74573.tiff | 3.692 | 8.500 | 4.808 | 0.0330
66603.tiff | 27.115 | 25.871 | 1.244 | 0.0330
68680.tiff | 9.797 | 9.223 | 0.574 | 0.0330
75375.tiff | 28.199 | 31.767 | 3.568 | 0.0330
68066.tiff | 50.126 | 55.489 | 5.363 | 0.0330
76161.tiff | 32.007 | 69.110 | 37.103 | 0.0330
73047.tiff | 37.953 | 38.860 | 0.908 | 0.0330
66651.tiff | 23.061 | 21.767 | 1.294 | 0.0330
70915.tiff | 18.430 | 18.559 | 0.129 | 0.0330
68545.tiff | 21.062 | 20.530 | 0.532 | 0.0330
74268.tiff | 22.384 | 18.797 | 3.587 | 0.0330
67848.tiff | 33.467 | 39.709 | 6.242 | 0.0330
68078.tiff | 51.013 | 56.500 | 5.487 | 0.0330
69914.tiff | 31.788 | 32.571 | 0.783 | 0.0330
73820.tiff | 10.565 | 9.043 | 1.523 | 0.0330
72557.tiff | 2.727 | 4.369 | 1.642 | 0.0330
73502.tiff | 14.355 | 15.194 | 0.839 | 0.0330
70663.tiff | 3.994 | 5.445 | 1.452 | 0.0330
74441.tiff | 7.252 | 4.098 | 3.154 | 0.0330
67190.tiff | 16.183 | 14.604 | 1.579 | 0.0330
70274.tiff | 35.949 | 39.687 | 3.739 | 0.0330
70413.tiff | 24.381 | 26.749 | 2.368 | 0.0330
69066.tiff | 22.478 | 20.098 | 2.380 | 0.0330
66238.tiff | 56.540 | 56.734 | 0.194 | 0.0330
71106.tiff | 34.408 | 35.536 | 1.128 | 0.0330
72325.tiff | 22.016 | 23.934 | 1.918 | 0.0330
66671.tiff | 21.344 | 20.158 | 1.186 | 0.0330
75103.tiff | 46.215 | 45.095 | 1.120 | 0.0330
70361.tiff | 28.712 | 31.999 | 3.286 | 0.0330
72787.tiff | 16.415 | 16.381 | 0.035 | 0.0330
66836.tiff | 7.486 | 6.609 | 0.876 | 0.0330
72329.tiff | 21.629 | 23.877 | 2.248 | 0.0330
72406.tiff | 15.273 | 16.841 | 1.568 | 0.0330
74787.tiff | 21.353 | 25.986 | 4.632 | 0.0330
70385.tiff | 26.728 | 29.434 | 2.706 | 0.0330
75744.tiff | 0.557 | 4.541 | 3.984 | 0.0330
68061.tiff | 49.718 | 55.158 | 5.440 | 0.0330
69526.tiff | 2.634 | 4.617 | 1.984 | 0.0330
68035.tiff | 47.751 | 53.330 | 5.579 | 0.0330
69340.tiff | 11.505 | 11.285 | 0.220 | 0.0330
69743.tiff | 18.695 | 18.604 | 0.091 | 0.0330
65174.tiff | 7.144 | 5.734 | 1.410 | 0.0330
75066.tiff | 43.171 | 43.982 | 0.810 | 0.0330
65170.tiff | 7.427 | 5.985 | 1.442 | 0.0330
66596.tiff | 27.726 | 26.831 | 0.895 | 0.0330
73355.tiff | 25.680 | 24.978 | 0.702 | 0.0330
72143.tiff | 37.136 | 40.631 | 3.496 | 0.0330
65745.tiff | 35.641 | 37.049 | 1.408 | 0.0330
74361.tiff | 13.896 | 10.277 | 3.619 | 0.0330
68101.tiff | 52.755 | 57.802 | 5.047 | 0.0330
71587.tiff | 1.032 | 4.451 | 3.419 | 0.0330
73969.tiff | 22.007 | 19.401 | 2.606 | 0.0330
74595.tiff | 5.499 | 10.170 | 4.671 | 0.0330
73704.tiff | 1.667 | 3.321 | 1.654 | 0.0330
68574.tiff | 18.704 | 17.996 | 0.708 | 0.0330
69602.tiff | 7.948 | 8.338 | 0.391 | 0.0330
74318.tiff | 18.230 | 14.543 | 3.688 | 0.0330
69048.tiff | 20.990 | 18.868 | 2.122 | 0.0330
73421.tiff | 20.532 | 20.447 | 0.084 | 0.0330
72643.tiff | 4.473 | 4.869 | 0.396 | 0.0330
74739.tiff | 17.364 | 22.169 | 4.805 | 0.0330
74073.tiff | 30.017 | 26.946 | 3.071 | 0.0330
75362.tiff | 29.205 | 33.357 | 4.152 | 0.0330
68248.tiff | 45.372 | 49.825 | 4.453 | 0.0330
67272.tiff | 9.967 | 9.096 | 0.871 | 0.0330
72417.tiff | 14.339 | 15.713 | 1.374 | 0.0330
70710.tiff | 0.066 | 3.648 | 3.582 | 0.0330
73855.tiff | 13.246 | 11.578 | 1.668 | 0.0330
73041.tiff | 37.453 | 38.765 | 1.313 | 0.0330
71679.tiff | 6.112 | 4.373 | 1.738 | 0.0330
75780.tiff | 3.336 | 3.385 | 0.048 | 0.0330
72955.tiff | 30.313 | 30.751 | 0.438 | 0.0330
67423.tiff | 1.621 | 4.379 | 2.758 | 0.0330
72378.tiff | 17.653 | 19.551 | 1.898 | 0.0330
75907.tiff | 13.095 | 7.741 | 5.354 | 0.0330
70546.tiff | 13.747 | 15.152 | 1.405 | 0.0330
72091.tiff | 35.542 | 39.205 | 3.663 | 0.0330
73179.tiff | 41.814 | 43.159 | 1.345 | 0.0330
73117.tiff | 43.690 | 44.001 | 0.312 | 0.0330
73269.tiff | 34.827 | 37.037 | 2.210 | 0.0330
66585.tiff | 28.709 | 27.817 | 0.892 | 0.0330
65435.tiff | 12.149 | 13.015 | 0.866 | 0.0330
70793.tiff | 8.175 | 7.948 | 0.227 | 0.0330
73342.tiff | 27.282 | 31.793 | 4.510 | 0.0330
65587.tiff | 23.740 | 23.412 | 0.328 | 0.0330
69454.tiff | 2.889 | 4.147 | 1.258 | 0.0330
65048.tiff | 1.061 | 4.123 | 3.062 | 0.0330
66011.tiff | 55.865 | 56.748 | 0.883 | 0.0330
69011.tiff | 17.925 | 16.221 | 1.704 | 0.0330
67255.tiff | 11.222 | 10.311 | 0.910 | 0.0330
74732.tiff | 16.799 | 21.702 | 4.903 | 0.0330
75004.tiff | 39.323 | 44.115 | 4.792 | 0.0330
69412.tiff | 6.107 | 6.224 | 0.117 | 0.0330
69177.tiff | 24.021 | 21.732 | 2.290 | 0.0330
68422.tiff | 31.445 | 32.797 | 1.352 | 0.0330
68320.tiff | 39.948 | 42.547 | 2.599 | 0.0330
65701.tiff | 32.294 | 32.567 | 0.273 | 0.0330
73539.tiff | 11.446 | 12.505 | 1.059 | 0.0330
74167.tiff | 30.804 | 27.649 | 3.156 | 0.0330
71384.tiff | 16.732 | 18.302 | 1.571 | 0.0330
73349.tiff | 26.180 | 25.582 | 0.598 | 0.0330
74212.tiff | 27.046 | 23.444 | 3.602 | 0.0330
69794.tiff | 22.574 | 22.181 | 0.393 | 0.0330
68636.tiff | 13.526 | 12.839 | 0.686 | 0.0330
68579.tiff | 18.270 | 17.411 | 0.859 | 0.0330
70690.tiff | 1.687 | 4.215 | 2.528 | 0.0330
66384.tiff | 45.395 | 47.804 | 2.409 | 0.0330
69360.tiff | 10.030 | 9.711 | 0.320 | 0.0330
73589.tiff | 7.265 | 8.375 | 1.110 | 0.0330
74283.tiff | 21.128 | 17.545 | 3.583 | 0.0330
76038.tiff | 23.315 | 16.578 | 6.737 | 0.0330
74531.tiff | 0.080 | 5.148 | 5.069 | 0.0330
75397.tiff | 26.400 | 29.511 | 3.111 | 0.0330
74524.tiff | 0.401 | 4.798 | 4.396 | 0.0330
69190.tiff | 23.047 | 20.853 | 2.194 | 0.0330
75706.tiff | 2.379 | 7.082 | 4.703 | 0.0330
65961.tiff | 52.071 | 53.018 | 0.947 | 0.0330
70841.tiff | 12.254 | 12.250 | 0.004 | 0.0330
66057.tiff | 59.368 | 60.325 | 0.956 | 0.0330
72718.tiff | 10.696 | 10.819 | 0.123 | 0.0330
72054.tiff | 33.656 | 37.456 | 3.800 | 0.0330
65104.tiff | 5.792 | 8.364 | 2.571 | 0.0330
66955.tiff | 5.523 | 4.140 | 1.383 | 0.0330
68435.tiff | 30.367 | 31.247 | 0.879 | 0.0330
76189.tiff | 32.003 | 69.118 | 37.115 | 0.0330
68509.tiff | 24.132 | 23.588 | 0.544 | 0.0330
72088.tiff | 35.275 | 38.864 | 3.589 | 0.0330
72926.tiff | 27.875 | 28.134 | 0.259 | 0.0330
66635.tiff | 24.374 | 23.096 | 1.278 | 0.0330
70050.tiff | 42.273 | 42.686 | 0.413 | 0.0330
67948.tiff | 41.103 | 46.685 | 5.582 | 0.0330
69825.tiff | 24.927 | 24.729 | 0.197 | 0.0330
69760.tiff | 19.922 | 19.793 | 0.130 | 0.0330
75191.tiff | 42.845 | 43.993 | 1.149 | 0.0330
70187.tiff | 43.731 | 43.732 | 0.001 | 0.0330
71473.tiff | 9.890 | 12.147 | 2.257 | 0.0330
70674.tiff | 3.084 | 5.009 | 1.925 | 0.0330
69485.tiff | 0.553 | 3.696 | 3.143 | 0.0330
69574.tiff | 5.761 | 6.503 | 0.743 | 0.0330
73415.tiff | 21.049 | 20.963 | 0.087 | 0.0330
65292.tiff | 2.131 | 3.866 | 1.735 | 0.0330
70425.tiff | 23.749 | 26.082 | 2.333 | 0.0330
73588.tiff | 7.309 | 8.671 | 1.362 | 0.0330
70054.tiff | 42.538 | 42.852 | 0.314 | 0.0330
75705.tiff | 2.483 | 7.039 | 4.557 | 0.0330
73805.tiff | 9.447 | 8.020 | 1.426 | 0.0330
75098.tiff | 45.761 | 45.136 | 0.624 | 0.0330
71031.tiff | 28.168 | 27.504 | 0.664 | 0.0330
73746.tiff | 4.862 | 4.328 | 0.533 | 0.0330
68235.tiff | 46.484 | 51.134 | 4.650 | 0.0330
75639.tiff | 7.510 | 11.703 | 4.193 | 0.0330
66595.tiff | 27.828 | 26.699 | 1.128 | 0.0330
65331.tiff | 5.094 | 6.464 | 1.370 | 0.0330
68543.tiff | 21.253 | 20.661 | 0.592 | 0.0330
74719.tiff | 15.714 | 20.721 | 5.007 | 0.0330
74000.tiff | 24.405 | 21.837 | 2.568 | 0.0330
76304.tiff | 37.535 | 35.449 | 2.086 | 0.0330
74826.tiff | 24.520 | 30.000 | 5.480 | 0.0330
75090.tiff | 45.124 | 44.783 | 0.341 | 0.0330
65015.tiff | 1.651 | 2.778 | 1.127 | 0.0330
74487.tiff | 3.567 | 3.279 | 0.289 | 0.0330
72756.tiff | 13.811 | 14.082 | 0.271 | 0.0330
